Date,NSEI NIFTY 50 Index (India),BSE SENSEX Index (India),NSEBANK BankNifty (India),HSI Hang Seng (Hong Kong),TWII TSEC weighted Index (Taiwan),AXJO AS51 Index (Australia),SET.BK Index (Thailand),JKSE IDX Composite (Indonesia),000001.SS Shanghai Composite Index (China),000300.SS CSI 300 Index (China),N225 Nikkei 225 Index (Japan),TPX TOPIX Index (Japan),STI Straits Times Index (STI) (Singapore),IXIC CCMP Index_NASDAQ COMPOSITE INDEX (USA),NYA Index_NYSE COMPOSITE INDEX (USA),GSPC S&P 500 Index (USA),GSPTSE SPTSX Index (Canada),MXX MEXBOL Index (Mexico),MERV MERVAL Index (Argentina),BVSP IBOV Index (Brazil),IPSA Index_Chile stock market select index (Chile),GDAXI DAX index_Complete (Germany),FCHI CAC40 Index (France),IBEX35 Index (Spain),SSMI SwisMarketIndexSMI Index (Switzerland),AEX Index (Netherlands),BFX BEL20 Index (Belgium),ATX Index (Austria),PX Prague Stock Exchange Index (Czech Republic),BUX Index Budapest Stock Exch Index (Hungary),TA-25 Index (Israel),KOSPI Index (South Korea),BIST 100 Index (Turkey),ISEQ Index (Ireland)
2008-01-16,5935.75,19868.11,10346.95,24450.85,8179.54,5809.7,773.8,2592.31,5290.61,,13504.51,5.56,3058.49,2394.59,9073.43,1373.2,13074.9,27343.57,2065.8,58777.0,2684.51,7471.57,5225.39,13817.1,7847.5,462.61,3801.37,3907.84,,23764.09,1140.66,1704.97,49093.8,6468.53
2008-01-17,5913.2,19700.82,10261.5,25114.98,8101.63,5796.1,791.25,2649.28,5151.63,,13783.45,5.51,3139.88,2346.9,8818.95,1333.25,12795.6,26698.66,2011.2,57037.0,2587.42,7413.53,5157.09,13775.6,7788.1,460.25,3767.54,3887.17,,23246.92,1138.92,1723.55,48902.8,6487.53
2008-01-18,5705.3,19013.7,9739.9,25201.87,8184.65,5747.3,789.67,2611.13,5180.51,,13861.29,5.53,3104.25,2340.02,8794.86,1325.19,12737.1,26713.83,2002.5,57506.0,2555.66,7314.17,5092.4,13655.4,7692.0,450.08,3695.13,3898.28,,24109.08,1138.92,1734.72,48657.5,6533.76
2008-01-21,5208.8,17605.35,9038.95,23818.86,8110.2,5580.4,766.53,2485.88,4914.44,,13325.94,,2917.15,,,,12132.1,25284.88,1876.9,53709.0,2427.11,6790.19,4744.45,12625.8,7287.1,422.45,3492.48,3712.61,,,,1683.56,45544.1,6261.03
2008-01-22,4899.3,16729.94,8682.45,21757.63,7581.96,5186.8,741.54,2294.52,4559.75,,12573.05,5.89,2866.55,2292.27,8661.17,1310.5,12640.9,26892.74,1943.6,56097.0,2546.88,6769.47,4842.54,12839.7,7487.9,433.27,3548.65,3768.28,,23454.13,1101.96,1609.02,44593.7,6496.87
2008-01-23,5203.4,17594.07,9259.2,24090.17,7408.4,5412.3,740.65,2476.28,4703.05,,12829.06,6.16,2983.62,2316.41,8805.68,1338.6,12657.4,27620.33,1891.3,54235.0,2524.62,6439.21,4636.76,12254.6,7356.1,417.13,3460.0,3685.22,,23080.65,1065.35,1628.42,42539.5,6490.03
2008-01-24,5033.45,17221.74,9133.85,23539.27,7517.05,5580.4,728.58,2516.7,4717.73,,13092.78,6.23,3050.09,2360.92,8942.25,1352.07,12907.3,27905.13,1966.5,57463.0,2671.16,6821.07,4915.29,13106.7,7691.0,444.23,3684.36,3888.08,,23857.26,1064.96,1663.0,45010.7,6813.7
2008-01-25,5383.35,18361.66,9752.25,25122.37,7739.59,5860.3,759.72,2620.49,4761.69,,13629.16,4.74,3159.48,2326.2,8827.5,1330.61,12894.8,27379.92,1982.7,,2647.59,6816.74,4878.12,13141.1,7686.9,438.69,3633.64,3901.5,,23894.98,1064.96,1692.41,45497.2,6760.71
2008-01-28,5274.1,18152.78,9901.9,24053.61,7485.79,,744.36,2582.05,4419.29,,13087.91,4.99,3041.06,2349.91,8978.41,1353.96,12986.9,27758.93,2003.8,58594.0,2658.74,6818.85,4848.3,13026.7,7581.7,439.32,3663.79,3781.94,,23805.22,1048.15,1627.19,43706.7,6641.64
2008-01-29,5280.8,18091.94,9569.6,24291.8,7576.42,5716.5,754.87,2607.84,4457.94,,13478.86,5.01,3049.9,2358.06,9046.02,1362.3,13046.4,28263.95,2003.9,59530.0,2742.69,6892.96,4941.45,13246.6,7704.4,446.08,3768.41,3877.82,,23744.08,1075.42,1637.91,44572.7,6720.07
2008-01-30,5167.6,17758.64,9404.15,23653.69,7543.5,5618.7,763.48,2610.36,4417.85,,13345.03,5.0,3000.03,2349.0,8994.45,1355.81,12998.2,28296.8,2036.2,60289.0,2794.53,6875.35,4873.57,13217.1,7671.8,443.04,3767.06,3833.56,,23757.95,1071.37,1589.06,44304.4,6755.88
2008-01-31,5137.45,17648.71,9226.25,23455.74,7521.13,5650.3,784.23,2627.25,4383.39,,13592.47,4.95,2981.75,2389.86,9126.16,1378.55,13155.1,28793.64,2007.3,59490.0,2788.34,6851.75,4869.79,13229.0,7670.4,441.33,3722.23,3841.96,,23475.45,1061.0,1624.68,42697.6,6664.48
2008-02-01,5317.25,18242.58,9327.05,24123.58,7673.99,5842.9,810.86,2646.82,4320.77,,13497.16,5.05,3007.8,2413.36,9277.58,1395.42,13318.4,29429.93,2045.1,61080.0,2813.67,6968.67,4978.06,13494.7,7816.0,451.61,3809.63,3882.47,,23846.94,1061.0,1634.53,44452.1,6839.92
2008-02-04,5463.5,18660.32,9561.5,25032.08,,5867.4,811.56,2701.63,4672.17,,13859.7,4.85,3077.08,2382.85,9202.11,1380.82,13258.2,,2084.6,,2807.97,7000.49,4973.64,13515.7,7751.7,451.91,3809.65,3931.29,,23842.24,1080.64,1690.13,45719.9,6909.14
2008-02-05,5483.9,18663.16,9397.8,24808.7,,5792.9,807.68,2704.25,4599.7,,13745.5,4.73,3038.42,2309.57,8874.5,1336.64,12932.0,28086.97,2054.8,,2715.33,6765.25,4776.86,12814.7,7517.4,436.81,3688.83,3835.8,,23395.79,1068.51,1696.57,44350.8,6615.63
2008-02-06,5322.55,18139.49,9185.65,23469.46,,5609.4,794.63,2639.09,,,13099.24,4.43,2931.97,2278.75,8818.11,1326.45,12867.2,27929.29,2039.5,58969.0,2745.03,6847.51,4816.43,13037.3,7565.5,442.33,3698.58,3876.94,,23164.57,1068.51,,43317.5,6574.07
2008-02-07,5133.25,17526.93,8960.45,,,5596.7,793.17,,,,13207.15,4.34,,2293.03,8859.04,1336.91,12925.4,28088.32,2011.1,58965.0,2731.01,6733.72,4723.8,12889.5,7420.0,432.15,3652.59,3764.53,,22527.77,1057.64,,41866.4,6456.69
2008-02-08,5120.35,17464.89,8817.0,,,5658.0,806.44,,,,13017.24,4.45,,2304.85,8823.12,1331.29,12989.3,28185.26,1992.6,59076.0,2734.93,6767.28,4709.65,12934.8,7447.0,432.1,3612.07,3750.61,,22736.58,1057.64,,41957.9,6537.91
2008-02-11,4857.0,16630.91,8419.25,22616.11,,5537.6,804.15,2589.38,,,,4.41,2868.29,2320.06,8868.28,1339.13,13130.9,28789.55,2001.3,60643.0,2774.0,6743.54,4682.7,12818.8,7347.5,427.74,3583.25,3750.96,,23344.86,1051.54,1640.67,41342.8,6489.28
2008-02-12,4838.25,16608.01,8512.35,22921.67,7553.3,5608.1,817.49,2592.07,,,13021.96,4.46,2926.23,2320.04,8965.35,1348.86,13087.4,28869.96,2034.1,61805.0,2826.42,6967.84,4840.71,13254.7,7546.9,443.89,3694.05,3864.0,,24064.2,1073.99,1643.29,43539.9,6647.77
2008-02-13,4929.45,16949.14,8748.75,23169.55,7550.55,5542.1,829.41,2610.78,4490.72,,13068.3,4.43,2949.54,2373.93,9073.48,1367.21,13282.3,29306.76,2043.4,62591.0,2874.44,6973.67,4855.4,13266.7,7536.5,444.18,3713.96,3905.96,,24545.51,1087.09,1631.78,44752.5,6596.03
2008-02-14,5202.0,17766.63,9125.2,24021.68,7865.28,5684.8,832.11,2675.65,4552.32,,13626.45,4.43,3045.59,2332.54,8968.41,1348.86,13208.0,29138.92,2041.8,61819.0,2852.31,6962.28,4858.65,13313.2,7502.0,442.53,3761.88,3918.23,,24159.78,1090.66,1697.45,45493.7,6535.7
2008-02-15,5302.9,18115.25,9380.05,24148.43,7876.37,5606.6,826.65,2688.19,4497.13,,13622.56,4.38,3088.68,2321.8,8970.76,1349.99,13226.8,28744.81,2039.1,61272.0,2830.73,6832.43,4771.79,13073.9,7353.0,434.81,3662.78,3848.56,,23766.78,1090.66,1694.77,44305.3,6477.92
2008-02-18,5276.9,18048.05,9404.2,23759.25,7890.9,5558.4,824.99,2684.7,4568.15,,13635.4,,,,,,,29172.21,2060.5,62801.0,2867.26,6967.55,4861.8,13312.2,7486.7,444.62,3727.56,3899.47,,,,1696.24,45741.7,6530.67
2008-02-19,5280.8,18075.66,9423.45,24123.17,8024.41,5619.1,835.62,2711.87,4664.29,,13757.91,4.2,3098.06,2306.2,9023.04,1348.78,13447.7,28899.97,2062.8,62297.0,2874.14,7002.29,4885.83,13269.7,7462.7,448.77,3766.23,3971.24,,24032.02,1100.67,1720.52,46249.3,6543.56
2008-02-20,5154.45,17617.6,9129.1,23590.58,7894.47,5496.5,827.13,2689.26,4567.03,,13310.37,4.29,3026.83,2327.1,9073.96,1360.03,13551.7,29224.44,2074.7,63747.0,2911.28,6899.68,4812.81,13080.4,7381.6,446.69,3734.17,3945.83,,23877.38,1088.09,1687.91,45876.7,6537.68
2008-02-21,5191.8,17734.68,8946.2,23623.0,8085.93,5583.4,,2734.21,4527.18,,13688.28,4.16,3054.81,2299.78,8977.73,1342.53,13509.6,29361.32,2083.5,63792.0,2910.04,6904.85,4858.85,13173.0,7486.1,453.14,3726.72,3936.98,,23879.02,1102.15,1704.36,46446.6,6498.53
2008-02-22,5110.75,17349.07,8685.1,23305.04,8108.71,5559.9,826.86,2741.18,4370.29,,13500.46,4.19,3048.64,2303.35,9064.83,1353.11,13585.9,29528.79,2088.4,64609.0,2903.84,6806.29,4824.55,13017.5,7454.8,451.63,3662.42,3938.52,,23789.82,1102.15,1686.45,45592.5,6400.52
2008-02-25,5200.7,17650.57,8666.5,23269.14,8286.31,5621.6,838.74,2751.86,4192.53,,13914.57,4.26,3064.95,2327.48,9210.08,1371.8,13697.5,29962.88,2120.7,65001.0,2937.37,6882.56,4919.26,13156.6,7615.8,459.01,3733.96,3992.25,,23597.42,1116.09,1709.13,44895.0,6543.22
2008-02-26,5270.05,17806.19,8742.25,23714.75,8307.67,5666.1,834.67,2738.87,4238.18,,13824.72,4.64,3077.83,2344.99,9302.8,1381.29,13797.0,30228.08,2151.4,65183.0,2930.82,6985.97,4973.07,13436.6,7743.2,464.34,3794.86,4025.65,,23739.89,1122.73,1709.13,45524.5,6730.13
2008-02-27,5268.4,17825.99,8719.6,24483.84,8462.08,5767.2,832.04,2740.14,4334.05,,14031.3,4.64,3094.45,2353.78,9292.89,1380.02,13778.4,30424.76,2166.2,65495.0,2933.11,6997.85,4968.82,13454.3,7782.5,462.58,3787.53,3957.26,,23834.3,1120.09,1720.89,46260.3,6675.31
2008-02-28,5285.1,17824.48,8608.25,24591.69,,5651.2,842.12,2756.31,4299.51,,13925.51,4.7,3074.15,2331.57,9221.88,1367.68,13873.9,30130.47,2199.1,65555.0,2903.75,6862.52,4865.23,13272.1,7663.0,452.91,3762.68,3897.29,,23692.46,1109.96,1736.17,45823.3,6519.12
2008-02-29,5223.5,17578.72,8688.35,24331.67,8412.76,5572.1,845.76,2721.94,4348.54,,13603.02,4.36,3026.45,2271.48,8962.46,1330.63,13582.7,28918.52,2162.2,63489.0,2836.83,6748.13,4790.66,13170.4,7533.9,446.53,3757.12,3871.51,,23501.61,1109.96,1711.62,44776.9,6415.12
2008-03-03,4953.0,16677.88,8047.45,23584.97,8262.87,5405.8,842.92,2652.31,4438.27,,12992.18,4.28,2926.55,2258.6,8970.39,1331.34,13544.4,29526.7,2136.8,64490.0,2791.71,6689.95,4742.66,12862.5,7403.9,441.48,3704.38,3754.85,,22796.37,1078.24,1671.73,43343.6,6290.8
2008-03-04,4864.25,16339.89,7736.6,23119.87,8470.11,5380.3,831.41,2634.75,4335.45,,12992.28,4.27,2919.68,2260.28,8891.45,1326.75,13476.8,29261.11,2134.6,63656.0,2751.45,6545.04,4675.91,12630.1,7276.0,436.3,3675.01,3685.58,,22368.87,1072.73,1676.18,42923.0,6202.97
2008-03-05,4921.4,16542.08,7588.35,23114.34,8483.95,5376.6,824.98,2639.65,4292.65,,12972.06,4.17,2910.77,2272.81,8962.42,1333.7,13603.3,29277.35,2182.1,64629.0,2779.73,6683.71,4756.42,12948.1,7338.8,444.4,3735.98,3772.01,,22907.55,1086.88,1677.1,43468.0,6378.41
2008-03-07,4771.6,15975.52,7268.15,22501.33,8531.38,5264.0,821.57,,4300.52,,12782.8,3.99,2866.28,2212.49,8676.27,1293.37,13281.7,28612.75,2129.8,61868.0,2740.29,6513.99,4618.96,12691.3,7174.1,435.09,3635.06,3689.13,,22234.67,1071.94,1663.97,41537.2,6159.94
2008-03-10,4800.4,15923.72,7272.5,22705.05,8299.37,5180.4,806.65,2527.87,4146.3,,12532.13,3.89,2836.59,2169.34,8534.37,1273.37,13005.1,28207.29,2100.6,59999.0,2709.82,6448.08,4566.99,12655.0,7055.0,427.96,3595.62,3671.08,,21740.94,1048.0,1625.17,41534.9,6104.52
2008-03-11,4865.9,16123.15,7356.4,22995.35,8381.6,5134.2,819.83,2523.53,4165.88,,12658.28,4.09,2860.85,2255.76,8842.68,1320.65,13344.5,29466.17,2144.5,62368.0,2774.98,6524.57,4627.69,13056.1,7143.0,433.64,3669.92,3729.1,,22413.95,1047.15,1641.48,43318.0,6155.59
2008-03-12,4872.0,16127.98,7341.55,23422.76,8435.3,5257.9,827.0,2556.24,4070.12,,12861.13,4.18,2917.94,2243.87,8781.23,1308.77,13297.4,29283.4,2134.1,62177.0,2848.29,6599.37,4697.1,13131.3,7245.0,439.81,3743.92,3776.59,,22505.46,1062.29,1658.83,44248.2,6260.29
2008-03-13,4623.6,15357.35,6914.65,22301.64,8210.99,5135.9,814.31,2440.59,3971.26,,12433.44,4.2,2805.55,2263.61,8827.16,1315.48,13443.5,29703.09,2149.9,62280.0,2847.68,6500.56,4630.19,13073.2,7251.7,434.55,3706.04,3738.74,,21975.25,1024.56,1615.62,42421.9,6070.04
2008-03-14,4745.8,15760.52,7106.0,22237.11,8161.39,5206.9,818.04,2383.42,3962.67,,12241.6,4.22,2839.01,2212.49,8635.92,1288.14,13252.8,29048.51,2117.1,61991.0,2843.61,6451.9,4592.15,13021.4,7132.0,432.3,3676.88,3718.17,,21639.01,1024.56,1600.26,42585.9,5999.75
2008-03-17,4503.1,14809.49,6556.2,21084.61,8005.46,5087.0,806.74,2312.32,3820.05,,11787.51,2.62,2792.75,2177.01,8489.38,1276.6,12952.2,,2057.0,60012.0,2835.95,6182.3,4431.04,12656.0,6774.3,415.92,3554.14,3524.64,,21073.23,964.38,1574.44,39409.4,5721.67
2008-03-18,4533.0,14833.46,6472.8,21384.61,8057.82,5086.1,812.32,2339.79,3668.9,,11964.16,2.75,2833.58,2268.26,8826.44,1330.74,13136.7,29515.55,2081.7,61933.0,2840.61,6393.39,4582.59,13030.5,7013.9,427.48,3659.75,3600.4,,21768.12,985.8,1588.75,40720.3,5898.11
2008-03-19,4573.95,14994.83,6456.55,21866.94,8179.35,5289.1,807.67,2323.57,3761.6,,12260.44,2.91,2833.21,2209.96,8549.5,1298.42,12709.4,29071.34,2014.1,58827.0,2838.45,6361.22,4555.95,12964.7,7073.0,426.94,3641.48,3598.28,,21588.73,1001.13,1622.23,40907.0,5839.68
2008-03-24,4609.85,15289.4,6634.6,,8865.35,,807.28,2339.29,3626.19,,12480.09,3.18,2927.79,2326.75,8859.61,1349.88,13019.7,29634.16,,59813.0,2885.9,,,,,,,,,21534.77,1028.08,1655.3,41143.6,
2008-03-25,4877.5,16217.49,7147.15,22464.52,8795.09,5318.4,820.31,2419.62,3629.62,,12745.22,3.06,3000.19,2341.05,8936.23,1352.99,13322.2,29981.08,2068.2,61234.0,2890.19,6524.71,4692.0,13434.2,7234.4,437.0,3704.07,3690.81,,21899.93,1039.71,1674.93,40992.4,6327.55
2008-03-26,4828.85,16086.83,7120.9,22617.01,8768.02,5381.4,817.57,2440.64,3606.86,,12706.63,3.04,2995.22,2324.36,8881.55,1341.13,13391.9,30057.26,2079.8,61415.0,2866.61,6489.26,4676.68,13403.0,7184.5,438.11,3686.16,3671.71,,21752.6,1032.36,1679.67,40658.5,6223.98
2008-03-27,4830.25,16015.56,6969.3,22664.22,8605.95,5371.6,822.96,2451.35,3411.49,,12604.58,2.91,3025.2,2280.83,8817.17,1325.76,13405.8,29987.05,2083.7,60762.0,2886.44,6578.06,4719.53,13537.9,7265.0,441.98,3709.03,3760.48,,22163.28,1022.99,1676.24,40634.9,6247.91
2008-03-28,4942.0,16371.29,7037.85,23285.95,8623.48,5351.1,825.17,2477.59,3580.15,,12820.47,2.75,3031.9,2261.18,8762.12,1315.22,13233.8,30089.9,2089.7,60452.0,2890.4,6559.9,4695.92,13442.4,7239.4,440.99,3700.41,3827.86,,22238.96,1022.99,1701.83,39501.2,6152.81
2008-03-31,4734.5,15644.44,6655.0,22849.2,8572.59,5355.7,817.03,2447.3,3472.71,,12525.54,2.75,3007.36,2279.1,8797.29,1322.7,13350.1,30912.99,2103.7,60968.0,2902.02,6534.97,4707.07,13269.0,7224.3,442.43,3719.52,3765.91,,21710.52,997.16,1703.99,39015.4,6177.05
2008-04-01,4739.55,15626.62,6608.1,23137.46,8419.72,5361.2,823.36,2393.25,3329.16,,12656.42,3.12,3046.54,2362.75,9088.49,1370.18,13440.7,31787.68,2136.1,62775.0,2921.37,6720.33,4866.0,13699.1,7494.3,453.62,3816.73,3878.79,,21982.19,1009.25,1702.25,40674.2,6411.46
2008-04-02,4754.2,15750.4,6772.7,23872.43,8605.32,5502.9,825.71,2342.19,3347.88,,13189.36,2.95,3124.61,2361.4,9104.46,1367.53,13514.1,31467.87,,63364.0,2899.06,6777.44,4911.97,13838.7,7596.6,456.95,3837.77,3933.05,,22046.13,1047.25,1742.19,40985.2,6553.38
2008-04-03,4771.6,15832.55,6746.1,24264.63,8596.34,5608.9,826.68,2237.97,3446.24,,13389.9,3.06,3171.55,2363.3,9140.64,1369.31,13551.3,31689.61,2152.6,64175.0,2918.51,6741.72,4887.87,13738.9,7516.2,455.3,3783.58,3903.1,,21984.07,1039.33,1763.63,40160.1,6321.02
2008-04-04,4647.0,15343.12,6545.15,,,5619.6,824.8,2277.08,,,13293.22,2.99,3155.56,2370.98,9157.53,1370.4,13668.2,31545.37,2152.0,64446.0,2937.1,6763.39,4900.88,13846.4,7573.5,460.81,3822.8,3919.07,,21953.08,1039.33,1766.49,41362.7,6351.96
2008-04-07,4761.2,15757.08,6832.4,24578.76,8729.79,5625.0,,2286.8,3599.62,,13450.23,2.98,3181.92,2364.83,9184.72,1372.54,13745.0,31715.44,2146.3,64176.0,2946.42,6821.03,4944.6,13919.6,7639.3,465.38,3866.41,4004.88,,22144.59,1053.28,1773.56,42277.2,6389.4
2008-04-08,4709.65,15587.62,6862.7,24311.69,8672.85,5571.5,826.85,2249.77,3612.54,,13250.43,2.88,3130.42,2348.76,9150.63,1365.54,13727.5,31726.86,2158.7,64540.0,2941.55,6771.98,4912.69,13759.4,7568.1,464.44,3857.4,3962.19,,22092.26,1056.2,1754.71,42170.2,6329.97
2008-04-09,4747.05,15790.51,7059.55,23984.57,8667.93,5520.2,826.19,2180.09,3413.91,,13111.89,2.8,3089.72,2322.12,9074.82,1354.49,13750.6,31417.83,2149.9,63477.0,2946.0,6721.36,4874.97,13599.0,7403.1,461.27,3838.49,3950.06,,22239.39,1067.4,,42900.5,6237.06
2008-04-10,4733.0,15695.1,6872.85,24187.1,8829.4,5446.4,820.98,2235.93,3471.74,,12945.3,2.79,3064.6,2351.7,9096.86,1360.55,13909.6,31649.05,2135.5,63527.0,2938.76,6704.32,4859.42,13507.9,7312.6,459.48,3847.2,3889.37,,22226.39,1065.17,1764.64,42096.5,6205.31
2008-04-11,4777.8,15807.64,6838.45,24667.79,8909.58,5439.3,827.1,2303.93,3492.89,,13323.73,2.75,3126.87,2290.24,8936.11,1332.83,13683.0,31302.57,2115.1,62585.0,2947.46,6603.57,4797.93,13278.3,7259.0,453.43,3802.02,3881.95,,22126.73,1065.17,1779.71,41980.1,6098.65
2008-04-15,4879.65,16153.66,6916.75,23901.33,8924.78,5400.4,,2294.26,3348.35,,12990.58,2.63,3056.49,2286.04,8978.19,1334.43,13851.0,31375.95,2121.3,62618.0,2996.76,6585.05,4780.68,13408.9,7187.4,453.28,3789.22,3910.54,,22023.1,1062.56,1742.17,41584.1,5956.55
2008-04-16,4887.3,16244.19,6951.9,23878.35,9066.04,5470.3,833.38,2337.92,3291.6,,13146.13,2.67,3087.49,2350.11,9203.76,1364.71,14099.5,31910.21,2161.5,64152.0,3027.91,6702.84,4855.1,13637.6,7250.7,463.22,3863.27,3981.39,,21888.17,1080.23,1758.56,41556.0,6114.31
2008-04-17,4958.4,16481.2,7165.05,24258.96,9090.43,5519.0,845.43,2341.78,3222.74,,13398.3,2.63,3126.3,2341.83,9173.81,1365.56,14115.5,31785.99,2161.8,64552.0,3034.16,6681.81,4862.14,13568.7,7173.6,462.54,3860.06,3982.31,,22027.19,1090.69,1768.67,41601.8,6115.04
2008-04-21,5037.0,16739.33,7425.45,24721.67,9083.32,5600.3,841.98,2335.89,3116.98,,13696.55,2.95,3171.09,2408.04,9312.29,1388.17,14321.2,32095.04,2201.6,,3089.36,6786.55,4910.35,13728.9,7394.9,470.67,3890.09,4020.98,,21906.36,1095.25,1800.48,43065.2,6235.54
2008-04-22,5049.3,16783.87,7520.9,24939.15,9037.25,5564.6,850.02,2289.1,3147.79,,13547.82,2.88,3187.23,2376.94,9227.97,1375.94,14266.3,32039.72,2147.0,65413.0,3043.85,6728.3,4872.64,13593.4,7328.9,466.08,3859.14,3992.6,,22043.44,1097.46,1787.49,42827.7,6118.37
2008-04-23,5022.8,16698.04,7378.05,25289.24,9008.49,5652.9,837.66,2314.3,3278.33,,13579.16,2.87,3193.84,2405.21,9237.29,1379.93,14069.8,31847.98,2140.4,64948.0,3017.54,6795.03,4944.65,13663.0,7324.5,471.24,3879.15,4048.93,,22141.6,1094.91,1800.79,,6143.99
2008-04-24,4999.85,16721.08,7391.9,25680.78,8990.33,5587.3,834.31,2269.98,3583.03,,13540.87,2.86,3177.55,2428.92,9250.22,1388.82,13966.3,31746.23,2129.5,64576.0,3021.28,6821.32,4929.55,13669.2,7460.5,466.14,3867.22,4071.84,,22430.94,1099.61,1799.34,43190.3,6091.87
2008-04-25,5111.7,17125.98,7616.3,25516.78,8947.83,,832.19,2240.58,3557.75,,13863.47,2.86,3189.2,2422.93,9344.31,1397.84,14103.9,31009.02,2101.4,65187.0,3019.58,6896.58,4978.21,13772.8,7509.5,467.84,3891.98,4105.39,,22676.57,1099.61,1824.68,43593.8,6178.83
2008-04-28,5089.65,17015.96,7590.05,25666.29,9079.6,5602.7,836.42,2254.31,3474.72,,13894.37,2.79,3201.63,2424.4,9349.61,1396.37,14085.9,30623.39,2110.2,65678.0,3006.48,6925.33,5012.75,13877.8,7550.1,472.2,3941.33,4156.77,,22717.62,1087.69,1823.17,43614.0,6306.41
2008-04-29,5195.5,17378.46,7737.45,25914.15,8891.74,5606.9,833.63,2303.53,3523.41,,,2.81,3172.36,2426.1,9285.91,1390.94,13825.6,30270.64,2070.0,63826.0,2967.0,6885.34,4977.1,13707.2,7462.0,471.22,3908.3,4182.11,,22328.9,1076.57,1811.51,43054.5,6314.32
2008-04-30,5165.9,17287.31,7629.0,25755.35,8919.92,5595.4,832.45,2304.52,3693.11,,13849.99,2.78,3147.79,2412.8,9299.6,1385.59,13937.0,30281.41,2095.5,67868.0,2989.41,6948.82,4996.54,13798.3,7529.0,475.56,3925.43,4264.79,,22582.27,1080.5,1825.47,43468.1,6338.52
2008-05-02,5228.2,17600.12,7871.9,26241.02,8963.63,5700.4,843.15,,,,14049.26,2.86,3236.1,2476.99,9451.17,1413.9,14280.3,30551.47,2107.6,69366.0,2997.83,7043.23,5069.71,14060.0,7665.8,481.21,3946.34,4353.18,,22593.37,1078.69,1848.27,43425.9,6474.62
2008-05-05,5192.25,17490.9,7851.5,26183.95,8837.07,5730.3,,2387.99,3761.01,,,2.82,3248.04,2464.12,9438.1,1407.49,14274.3,30958.89,2105.6,70175.0,2979.35,7052.08,5063.36,14074.0,7658.3,481.38,3943.74,4341.75,,22882.68,1100.08,,43457.9,
2008-05-06,5144.65,17373.01,7814.55,26262.13,8857.37,5701.4,845.83,2371.83,3733.5,,,2.82,3248.75,2483.31,9510.98,1418.26,14414.3,31223.42,2127.1,70195.0,2957.49,7017.1,5040.92,14005.8,7543.7,480.66,3890.15,4303.76,,23095.68,1087.02,1859.06,42896.2,6390.09
2008-05-07,5135.5,17339.31,7743.6,25610.21,8926.34,5668.4,848.71,2382.7,3579.15,,14102.48,2.75,3228.95,2438.49,9339.47,1392.57,14371.5,30762.16,2094.0,69018.0,2924.43,7076.25,5075.31,14026.8,7639.2,485.3,3906.61,4370.52,,23187.88,1087.02,1854.01,43272.5,6462.92
2008-05-08,5081.7,17080.65,7518.8,25449.79,8866.62,5723.2,850.17,2376.93,3656.84,,13943.26,2.74,3171.88,2451.24,9388.54,1397.68,14608.0,30751.97,2101.9,69722.0,2922.17,7071.9,5055.58,14074.0,7586.1,484.61,3873.16,4294.89,,23138.21,1087.02,1848.0,42310.4,6482.66
2008-05-09,4982.6,16737.07,7299.0,25063.17,8792.39,5771.8,846.71,2375.03,3613.49,,13655.34,2.73,3162.03,2445.52,9327.97,1388.28,14521.2,30674.36,2114.4,69646.0,2919.68,7003.17,4960.56,13945.1,7484.0,480.4,3826.91,4262.17,,23119.46,1087.02,1823.7,42034.7,6431.38
2008-05-12,5012.65,16860.9,7330.55,,8830.05,5828.5,842.22,2378.0,3626.98,,13743.36,2.76,3180.16,2488.49,9417.97,1403.58,14666.1,30637.36,2125.4,70416.0,2906.72,7035.95,4976.21,14053.9,,482.07,3842.92,,,,1083.35,,41638.5,6488.72
2008-05-13,4957.8,16752.86,7340.95,25552.77,8989.53,5812.7,839.28,2418.9,3560.24,,13953.73,2.83,3203.42,2495.12,9410.46,1403.04,14616.7,30887.4,2106.7,70503.0,2896.14,7060.19,4998.67,14016.4,7578.3,480.48,3827.4,4343.63,,23288.07,1083.38,1842.8,41831.1,6375.0
2008-05-14,5011.75,16978.35,7324.85,25533.48,9018.42,5872.7,848.94,2449.34,3657.43,,14118.55,2.88,3198.51,2496.7,9437.45,1408.66,14626.3,31336.57,2088.8,70027.0,2909.31,7083.24,5055.24,14187.2,7594.6,488.39,3831.66,4402.71,,23507.86,1100.41,1843.75,42522.7,6392.5
2008-05-15,5115.25,17353.54,7508.15,25513.71,9157.18,5890.7,855.61,2449.81,3637.32,,14251.74,2.94,3207.43,2533.73,9553.52,1423.57,14828.1,31542.97,2122.1,71492.0,2918.57,7081.05,5057.51,14186.4,7683.4,489.9,3798.99,4410.7,,23230.94,1099.03,1885.71,42624.2,6424.17
2008-05-16,5157.7,17434.94,7644.6,25618.86,9197.41,5931.0,870.33,2468.84,3624.23,,14219.48,3.1,3241.49,2528.85,9603.01,1425.35,14984.2,31486.95,2137.0,72767.0,2963.84,7156.55,5078.04,14124.8,7653.7,490.78,3796.33,4498.25,,23150.74,1099.03,1888.88,42498.8,6429.23
